unique_id,disbursement_date,loan_investment_amount,lender_insurance_premium,metro_type,LMI_type,revenue,full_time_employees,naics_code,jobs_created,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,active_status,support_amount,FICO_Score,Loan_default_probabilities,Risk_Level,FICO_Class,Loan_Prediction
CA_2014_CAP_329,3/19/2014,21000.0,735.0,Metro,LMI,564000.0,16.0,561720,0.0,Loan Fund,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CAP_342,3/19/2014,12080.17,422.8,Metro,LMI,468519.96,15.0,339930,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_25,3/19/2014,2500000.0,0.0,Metro,Non-LMI,28432000.0,695.0,623220,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1300000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_26,3/19/2014,1500000.0,0.0,Metro,Non-LMI,28432000.0,695.0,623220,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1200000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_27,3/20/2014,250000.0,0.0,Metro,Non-LMI,1834000.0,40.0,722511,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,875,0.04132846,Low,Very Good,0
CA_2014_LGP_28,3/21/2014,225000.0,0.0,Metro,LMI,5786000.0,75.0,811192,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,112500.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_360,3/24/2014,30000.0,750.0,Metro,LMI,13043095.0,53.0,484230,5.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
CA_2014_LGP_32,3/24/2014,650000.0,0.0,Metro,Non-LMI,6749000.0,19.0,238220,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,520000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_378,3/26/2014,50000.0,500.0,Metro,LMI,1807079.0,28.0,722511,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,892,0.012304217,Low,Very Good,0
CA_2014_LGP_34,3/26/2014,100000.0,0.0,Metro,Non-LMI,2349000.0,30.0,327999,6.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,80000.0,485,0.69043744,High,Fair,1
CA_2014_LGP_37,3/31/2014,259000.0,0.0,Metro,Non-LMI,1689314.0,22.0,238140,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,207200.0,626,0.4566288,Moderate,Good,0
CA_2014_CAP_411,4/1/2014,65736.23,2300.76,Metro,Non-LMI,4776000.0,24.0,485320,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CAP_421,4/4/2014,239960.0,4799.2,Metro,LMI,3656886.0,24.0,332710,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CSP_7,4/7/2014,500000.0,0.0,Metro,Non-LMI,12889882.0,52.0,238210,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,200000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CSP_8,4/7/2014,772000.0,0.0,Metro,Non-LMI,12889982.0,52.0,238210,0.0,Bank or Thrift,Refinance,2014.0,Early Stage,Unknown,308800.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_48,4/11/2014,400000.0,0.0,Metro,Non-LMI,4044000.0,37.0,238220,4.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,120000.0,859,0.068254545,Low,Very Good,0
CA_2014_LGP_49,4/11/2014,150000.0,0.0,Metro,Non-LMI,2072000.0,42.0,424490,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,120000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_50,4/11/2014,125000.0,0.0,Metro,Non-LMI,2072000.0,42.0,424490,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,100000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_51,4/15/2014,100000.0,0.0,Metro,LMI,12738000.0,270.0,561612,150.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,80000.0,674,0.37592375,Moderate,Good,0
CA_2014_CAP_449,4/16/2014,11014.15,330.42,Metro,LMI,1086302.0,20.0,623110,4.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,898,0.0018931167,Low,Very Good,0
CA_2014_CAP_467,4/16/2014,21000.0,735.0,Metro,Non-LMI,1801756.56,15.0,238210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CAP_472,4/16/2014,106000.0,2120.0,Metro,LMI,1445900.0,18.0,339999,0.0,Loan Fund,Purchase Real Estate,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_57,4/21/2014,971250.0,0.0,Metro,Non-LMI,17875223.0,114.0,518210,4.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,777000.0,859,0.068254545,Low,Very Good,0
CA_2014_CSP_12,4/28/2014,1000000.0,0.0,Metro,Non-LMI,8629639.0,21.0,441310,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,400000.0,866,0.055246506,Low,Very Good,0
CA_2014_LGP_64,4/30/2014,200000.0,0.0,Metro,Non-LMI,160000.0,15.0,236118,6.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,140000.0,485,0.69043744,High,Fair,1
CA_2014_CAP_476,5/1/2014,117200.0,2344.0,Metro,LMI,25206373.0,20.0,561311,5.0,Bank or Thrift,Purchase Real Estate,2014.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
CA_2014_CAP_478,5/5/2014,23280.0,465.6,Metro,Non-LMI,174136.0,15.0,812112,1.0,Bank or Thrift,Purchase Real Estate,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_69,5/6/2014,1674000.0,0.0,Metro,LMI,2814036.0,48.0,624221,12.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1339200.0,780,0.1992509,Moderate,Very Good,0
CA_2014_CAP_524,5/7/2014,10000.0,250.0,Metro,Non-LMI,554111.22,15.0,532292,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_70,5/9/2014,410200.0,0.0,Metro,LMI,1428955.0,60.0,111219,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,328160.0,626,0.4566288,Moderate,Good,0
CA_2014_LGP_71,5/9/2014,1000000.0,0.0,Metro,Non-LMI,7401286.0,18.0,423990,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,800000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_543,5/12/2014,78750.0,2756.25,Metro,Non-LMI,51128.0,23.0,311412,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CAP_560,5/13/2014,35000.0,1225.0,Metro,Non-LMI,660000.0,33.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_73,5/13/2014,1309500.0,0.0,Metro,Non-LMI,1892000.0,30.0,713940,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,916650.0,880,0.03302781,Low,Very Good,0
CA_2014_LGP_74,5/13/2014,416526.0,0.0,Non-Metro,Non-LMI,2062000.0,37.0,621111,4.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,333220.8,859,0.068254545,Low,Very Good,0
CA_2014_CAP_576,5/14/2014,140000.0,2100.0,Metro,Non-LMI,4889000.0,25.0,561740,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CAP_579,5/19/2014,15000.0,375.0,Metro,LMI,17916076.0,165.0,115115,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_78,5/19/2014,100000.0,0.0,Metro,Non-LMI,3845151.0,35.0,624190,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,80000.0,866,0.055246506,Low,Very Good,0
CA_2014_CSP_15,5/20/2014,450000.0,0.0,Metro,Non-LMI,2504408.0,20.0,813410,12.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,225000.0,780,0.1992509,Moderate,Very Good,0
CA_2014_CSP_16,5/20/2014,100000.0,0.0,Metro,LMI,4507386.0,30.0,448120,0.0,Loan Fund,Purchase Equipment,2014.0,Early Stage,Unknown,50000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_612,5/21/2014,50000.0,1000.0,Metro,Non-LMI,1146683.0,20.0,624210,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
CA_2014_LGP_79,5/22/2014,200000.0,0.0,Metro,Non-LMI,1409758.0,34.0,236220,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,160000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_616,5/27/2014,1976600.0,39532.0,Metro,LMI,16552.0,103.0,484121,1.0,Bank or Thrift,Purchase Real Estate,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_82,5/27/2014,200000.0,0.0,Metro,LMI,3090000.0,25.0,445210,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,160000.0,866,0.055246506,Low,Very Good,0
CA_2014_LGP_83,5/27/2014,100000.0,0.0,Metro,LMI,3090000.0,25.0,445210,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,80000.0,866,0.055246506,Low,Very Good,0
CA_2014_LGP_86,6/2/2014,75000.0,0.0,Metro,Non-LMI,1921041.0,51.0,814110,13.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,60000.0,711,0.31418076,Moderate,Very Good,0
CA_2014_CAP_631,6/3/2014,105000.0,3675.0,Metro,Non-LMI,108866.0,33.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_89,6/6/2014,298650.0,0.0,Metro,Non-LMI,10573672.0,45.0,323111,4.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,238920.0,859,0.068254545,Low,Very Good,0
CA_2014_CSP_18,6/10/2014,119902.99,0.0,Metro,Non-LMI,1506000.0,38.0,722511,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,59951.48,802,0.16195582,Moderate,Very Good,0
CA_2014_CSP_22,6/16/2014,683550.0,0.0,Metro,Non-LMI,11508000.0,220.0,561730,0.0,Bank or Thrift,Purchase Real Estate,2014.0,Early Stage,Unknown,341775.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_93,6/16/2014,290000.0,0.0,Metro,Non-LMI,1043993.0,48.0,611110,24.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,139200.0,875,0.04132846,Low,Very Good,0
CA_2014_LGP_94,6/16/2014,250000.0,0.0,Metro,Non-LMI,1066000.0,33.0,562910,14.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,699,0.3341571,Moderate,Good,0
CA_2014_CAP_719,6/17/2014,73886.0,2586.01,Metro,LMI,3501228.0,24.0,311812,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,892,0.012304217,Low,Very Good,0
CA_2014_LGP_95,6/17/2014,300000.0,0.0,Metro,LMI,2495120.0,75.0,236115,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,240000.0,852,0.0784873,Low,Very Good,0
CA_2014_LGP_97,6/18/2014,450000.0,0.0,Metro,LMI,6694000.0,40.0,323113,6.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,360000.0,485,0.69043744,High,Fair,1
CA_2014_LGP_98,6/18/2014,300000.0,0.0,Metro,LMI,6694000.0,40.0,323113,6.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,240000.0,485,0.69043744,High,Fair,1
CA_2014_LGP_99,6/19/2014,200000.0,0.0,Metro,Non-LMI,612000.0,469.0,722310,14.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,160000.0,699,0.3341571,Moderate,Good,0
CA_2014_LGP_100,6/23/2014,800000.0,0.0,Metro,LMI,17559280.0,38.0,447110,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,640000.0,626,0.4566288,Moderate,Good,0
CA_2014_CAP_740,6/24/2014,51410.0,625.0,Metro,Non-LMI,3640451.0,15.0,113310,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CAP_766,6/25/2014,1000000.0,20000.0,Metro,LMI,18905242.0,100.0,238140,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,864,0.059503935,Low,Very Good,0
CA_2014_CAP_767,6/27/2014,15000.0,375.0,Metro,Non-LMI,1767175.0,15.0,561730,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CAP_773,6/30/2014,48484.8,932.4,Metro,Non-LMI,2216892.0,17.0,484121,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CSP_23,6/30/2014,150000.0,0.0,Metro,Non-LMI,5600000.0,50.0,326199,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,60000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_104,7/1/2014,297500.0,0.0,Metro,LMI,647250.0,22.0,722511,12.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,238000.0,780,0.1992509,Moderate,Very Good,0
CA_2014_LGP_105,7/1/2014,335000.0,0.0,Metro,Non-LMI,2101549.0,32.0,611110,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,268000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_795,7/7/2014,30000.0,750.0,Metro,LMI,4514389.0,37.0,541512,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CSP_25,7/15/2014,500000.0,0.0,Metro,LMI,28253000.0,84.0,337121,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,250000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_110,7/15/2014,550000.0,0.0,Metro,Non-LMI,3481153.0,25.0,541810,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,440000.0,626,0.4566288,Moderate,Good,0
CA_2014_CAP_827,7/16/2014,52500.0,1837.5,Metro,Non-LMI,128180.0,31.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_111,7/17/2014,300000.0,0.0,Metro,Non-LMI,332000.0,17.0,453998,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,240000.0,593,0.51065546,Moderate,Fair,1
CA_2014_CSP_27,7/22/2014,896400.0,0.0,Metro,Non-LMI,2200000.0,25.0,624410,0.0,Bank or Thrift,Purchase Real Estate,2014.0,Early Stage,Unknown,310000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_863,7/25/2014,40000.0,1400.0,Metro,LMI,1080000.0,20.0,722511,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
CA_2014_CAP_864,7/25/2014,21000.0,735.0,Metro,Non-LMI,2574636.0,20.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_113,7/28/2014,200000.0,0.0,Metro,Non-LMI,241673.0,44.0,722513,14.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,160000.0,699,0.3341571,Moderate,Good,0
CA_2014_CAP_884,7/31/2014,18000.0,450.0,Metro,Non-LMI,17708532.0,83.0,484220,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_CSP_31,8/5/2014,475000.0,0.0,Metro,LMI,35366000.0,176.0,336212,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,237500.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CSP_32,8/5/2014,300000.0,0.0,Metro,LMI,35366000.0,176.0,336212,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,150000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_115,8/7/2014,1000000.0,0.0,Metro,LMI,1120000.0,33.0,541310,6.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,650000.0,485,0.69043744,High,Fair,1
CA_2014_LGP_116,8/11/2014,250000.0,0.0,Metro,Non-LMI,12105000.0,25.0,424410,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_117,8/11/2014,55000.0,0.0,Metro,LMI,761733.0,44.0,339920,4.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,44000.0,859,0.068254545,Low,Very Good,0
CA_2014_LGP_118,8/11/2014,250000.0,0.0,Metro,LMI,761733.0,44.0,339920,4.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,859,0.068254545,Low,Very Good,0
CA_2014_LGP_120,8/12/2014,300000.0,0.0,Metro,LMI,5703000.0,52.0,236220,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,195000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_122,8/15/2014,750000.0,0.0,Metro,Non-LMI,6970182.0,118.0,238310,21.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,600000.0,878,0.03613066,Low,Very Good,0
CA_2014_LGP_124,8/18/2014,180000.0,0.0,Metro,Non-LMI,1299000.0,19.0,722513,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,144000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_125,8/19/2014,1862500.0,0.0,Metro,Non-LMI,5197792.0,55.0,424480,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1490000.0,593,0.51065546,Moderate,Fair,1
CA_2014_LGP_126,8/19/2014,441000.0,0.0,Metro,Non-LMI,1519707.0,20.0,312130,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,352800.0,410,0.8153779,Very High,Fair,1
CA_2014_LGP_127,8/20/2014,250000.0,0.0,Metro,Non-LMI,559998.0,24.0,524210,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_984,8/21/2014,2900000.0,37500.0,Metro,Non-LMI,134000000.0,210.0,424710,10.0,Bank or Thrift,Purchase Real Estate,2014.0,Early Stage,Unknown,0.0,892,0.012304217,Low,Very Good,0
CA_2014_LGP_134,8/21/2014,20000.0,0.0,Metro,Non-LMI,368878.0,21.0,541310,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,16000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_985,8/25/2014,36000.0,900.0,Metro,Non-LMI,17708532.0,83.0,484220,0.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_136,8/25/2014,1200000.0,0.0,Metro,Non-LMI,7371000.0,72.0,484210,67.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,900000.0,874,0.04228775,Low,Very Good,0
CA_2014_LGP_138,8/25/2014,450000.0,0.0,Metro,LMI,2814036.0,48.0,624221,12.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,360000.0,780,0.1992509,Moderate,Very Good,0
CA_2014_LGP_139,8/25/2014,500000.0,0.0,Metro,LMI,12238232.0,155.0,332322,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,828,0.119035356,Moderate,Very Good,0
CA_2014_LGP_140,8/26/2014,350000.0,0.0,Metro,Non-LMI,4205000.0,27.0,238210,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,227500.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_987,8/27/2014,644000.0,12880.0,Metro,Non-LMI,974223.0,19.0,311812,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_141,9/2/2014,750000.0,0.0,Metro,Non-LMI,2291341.0,18.0,541330,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,600000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_1015,9/5/2014,105000.0,3675.0,Metro,Non-LMI,147000.0,19.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_145,9/12/2014,1350000.0,0.0,Metro,Non-LMI,24896547.0,438.0,923120,7.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1080000.0,452,0.74583143,High,Fair,1
CA_2014_LGP_147,9/15/2014,181387.09,0.0,Metro,Non-LMI,3522877.0,21.0,238130,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,145109.67,410,0.8153779,Very High,Fair,1
CA_2014_CSP_33,9/16/2014,3000000.0,0.0,Metro,Non-LMI,78154000.0,240.0,238120,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,1200000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CSP_34,9/16/2014,5000000.0,0.0,Metro,Non-LMI,9054834.0,118.0,611110,0.0,Bank or Thrift,Refinance,2014.0,Early Stage,Unknown,2000000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CSP_35,9/16/2014,100000.0,0.0,Metro,Non-LMI,4103393.0,15.0,238220,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,50000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_CAP_1086,9/17/2014,50000.0,1000.0,Metro,LMI,7397746.0,20.0,424710,5.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
CA_2014_CAP_1088,9/17/2014,125000.0,3125.0,Metro,LMI,1953366.0,80.0,492110,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2014_LGP_148,9/18/2014,50000.0,0.0,Metro,Non-LMI,754939.0,19.0,722513,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,40000.0,828,0.119035356,Moderate,Very Good,0
CA_2014_LGP_149,9/18/2014,1350000.0,0.0,Metro,Non-LMI,815630.0,15.0,722513,2.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1080000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_151,9/22/2014,250000.0,0.0,Metro,Non-LMI,542000.0,55.0,334220,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,187500.0,626,0.4566288,Moderate,Good,0
CA_2014_LGP_152,9/22/2014,275000.0,0.0,Metro,LMI,3715000.0,24.0,238210,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,220000.0,410,0.8153779,Very High,Fair,1
CA_2014_CSP_36,9/23/2014,800000.0,0.0,Metro,Non-LMI,2409534.0,33.0,531311,2.0,Bank or Thrift,Refinance,2014.0,Early Stage,Unknown,240000.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_153,9/23/2014,1233000.0,0.0,Metro,Non-LMI,8534000.0,25.0,621111,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,986400.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_154,9/24/2014,435890.0,0.0,Metro,LMI,6132000.0,23.0,541990,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,348712.0,802,0.16195582,Moderate,Very Good,0
CA_2014_LGP_155,9/24/2014,3300000.0,0.0,Metro,LMI,4054820.0,15.0,611110,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,2499981.0,802,0.16195582,Moderate,Very Good,0
